adult,belongs_to_collection,budget,original_language,original_title,overview,popularity,release_date,revenue,runtime,tagline,title,vote_average,vote_count,languages,day_of_week,month,season,year,has_homepage,genre,companies,countries
False,Ace Ventura Collection,15000000,en,Ace Ventura: Pet Detective,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man . . . or beast!",11.247957,1994-02-04,107217396.0,86.0,"He's the best there is! (Actually, he's the only one there is.)",Ace Ventura: Pet Detective,6.4,1684.0,['English'],Friday,Feb,Q1,1994,NO,"['Comedy', 'Mystery']","['Warner Bros.', 'Morgan Creek Productions']",['United States of America']
False,not available,0,en,"The Adventures of Priscilla, Queen of the Desert","Two drag-queens and a transsexual contract to perform a drag show at a resort in Alice Springs, a resort town in the remote Australian desert. They head west from Sydney aboard their lavender bus, Priscilla. En route, it is discovered that the woman they've contracted with is the wife of one of the drag queens. Their bus breaks down, and is repaired by Bob, who travels on with them.",8.328596,1994-05-31,11220670.0,104.0,She's back... Looking as gorgeous and outrageous as ever in a brand new frock.,"The Adventures of Priscilla, Queen of the Desert",7.2,174.0,['English'],Tuesday,May,Q2,1994,NO,"['Drama', 'Comedy']",['PolyGram Filmed Entertainment'],['Australia']
False,not available,0,en,Backbeat,"Chronicles the early days of The Beatles in Hamburg, Germany. The film focuses primarily on the relationship between Stuart Sutcliffe (played by Stephen Dorff) and John Lennon (played by Ian Hart), and also with Sutcliffe's German girlfriend Astrid Kirchherr (played by Sheryl Lee).",2.487951,1994-04-01,0.0,100.0,not available,Backbeat,6.2,37.0,"['English', 'Français', 'Deutsch', 'Pусский']",Friday,Apr,Q2,1994,NO,"['Drama', 'Music']",['Gramercy Pictures'],"['Germany', 'United Kingdom']"
False,not available,5000000,en,Bitter Moon,"An embittered husband, paralyzed and in a wheelchair, buttonholes a complete stranger and begins to tell him the story of his marriage. The stranger would like to escape, but cannot. For one thing he grows fascinated by the story. For another he is mesmerized by the man's wife, who has perfected that trick of looking a man boldly in the eye until, by looking away, he concedes sexual supremacy.",11.298195,1992-09-02,1862805.0,139.0,A kinky voyage with a full head of steam.,Bitter Moon,7.0,115.0,"['Français', 'English']",Wednesday,Sep,Q3,1992,NO,"['Thriller', 'Drama', 'Romance']","['Fine Line Features', 'R.P. Productions', 'Columbia Pictures Corporation', 'Les Films Alain Sarde', 'Canal+', 'Timothy Burrill Productions']","['France', 'United Kingdom', 'United States of America']"
False,not available,0,en,Bullets Over Broadway,"Set in 1920's New York City, this movie tells the story of idealistic young playwright David Shayne. Producer Julian Marx finally finds funding for the project from gangster Nick Valenti. The catch is that Nick's girl friend Olive Neal gets the part of a psychiatrist, and Olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress. Agreeing to this first compromise is the first step to Broadway's complete seduction of David, who neglects longtime girl friend Ellen. Meanwhile David puts up with Warner Purcell, the leading man who is a compulsive eater, Helen Sinclair, the grand dame who wants her part jazzed up, and Cheech, Olive's interfering hitman / bodyguard. Eventually, the playwright must decide whether art or life is more important.",5.72288,1994-10-14,0.0,98.0,not available,Bullets Over Broadway,7.0,130.0,['English'],Friday,Oct,Q4,1994,NO,"['Action', 'Comedy', 'Thriller']",['Miramax Films'],['United States of America']
False,The Jack Ryan Collection,62000000,en,Clear and Present Danger,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,7.513245,1994-08-03,215887717.0,141.0,The war of drugs would lead him to the war of power.,Clear and Present Danger,6.4,390.0,['English'],Wednesday,Aug,Q3,1994,NO,"['Action', 'Drama', 'Thriller']","['Paramount Pictures', 'Mace Neufeld Productions']",['United States of America']
False,not available,45000000,en,The Client,"A street-wise kid, Mark Sway, sees the suicide of Jerome Clifford, a prominent Louisiana lawyer, whose current client is Barry 'The Blade' Muldano, a Mafia hit-man. Before Jerome shoots himself, he tells Mark where the body of a Senator is buried. Clifford shoots himself and Mark is found at the scene, and both the FBI and the Mafia quickly realize that Mark probably knows more than he says.",15.263829,1994-07-20,117615211.0,119.0,A district attorney out for a conviction. A new lawyer out of her league. A young boy who knew too much.,The Client,6.4,287.0,['English'],Wednesday,Jul,Q3,1994,NO,"['Drama', 'Thriller', 'Crime', 'Mystery']","['Regency Enterprises', 'Alcor Films', 'Warner Bros.']",['United States of America']
False,not available,0,en,"Corrina, Corrina","When Manny Singer's wife dies, his young daughter Molly becomes mute and withdrawn. To help cope with looking after Molly, he hires sassy housekeeper Corrina Washington, who coaxes Molly out of her shell and shows father and daughter a whole new way of life. Manny and Corrina's friendship delights Molly and enrages the other townspeople.",6.924689,1994-08-12,0.0,115.0,not available,"Corrina, Corrina",6.4,83.0,"['English', 'Français']",Friday,Aug,Q3,1994,NO,"['Comedy', 'Drama', 'Family', 'Romance']",['New Line Cinema'],['United States of America']
False,not available,0,en,Crooklyn,"From Spike Lee comes this vibrant semi-autobiographical portrait of a school-teacher, her stubborn jazz-musician husband and their five kids living in '70s Brooklyn.",2.533022,1994-05-13,0.0,115.0,not available,Crooklyn,6.7,31.0,['English'],Friday,May,Q2,1994,NO,"['Comedy', 'Drama']","['Universal Pictures', '40 Acres & A Mule Filmworks']",['United States of America']
False,The Crow Collection,15000000,en,The Crow,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven -- watched over by a hypnotic crow -- returns from the grave to exact revenge.",15.799336,1994-05-11,94000000.0,102.0,Real love is forever.,The Crow,7.3,980.0,['English'],Wednesday,May,Q2,1994,NO,"['Fantasy', 'Action', 'Thriller']","['Miramax Films', 'Crowvision Inc.', 'Entertainment Media Investment Corporation', 'Jeff Most Productions', 'Edward R. Pressman Film']",['United States of America']
False,not available,0,en,Cobb,"Al Stump is a famous sports-writer chosen by Ty Cobb to co-write his official, authorized 'autobiography' before his death. Cobb, widely feared and despised, feels misunderstood and wants to set the record straight about 'the greatest ball-player ever,' in his words.",2.583363,1994-12-02,1007583.0,128.0,Everyone hated this baseball legend. And he loved it.,Cobb,6.1,29.0,['English'],Friday,Dec,Q4,1994,NO,['Drama'],"['Regency Enterprises', 'Alcor Films', 'Warner Bros.', 'Aleor Films']",['United States of America']
False,The Flintstones (Live-Action) Collection,46000000,en,The Flintstones,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,15.019586,1994-05-26,341631208.0,91.0,Yabba-Dabba-Doo!,The Flintstones,5.0,559.0,['English'],Thursday,May,Q2,1994,NO,"['Fantasy', 'Comedy', 'Family']","['Universal Pictures', 'Amblin Entertainment', 'Hanna-Barbera Productions']",['United States of America']
False,not available,55000000,en,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.",48.307194,1994-07-06,677945399.0,142.0,"The world will never be the same, once you've seen it through the eyes of Forrest Gump.",Forrest Gump,8.2,8147.0,['English'],Wednesday,Jul,Q3,1994,NO,"['Comedy', 'Drama', 'Romance']",['Paramount Pictures'],['United States of America']
False,not available,6000000,en,Four Weddings and a Funeral,Four Weddings And A Funeral is a British comedy about a British Man named Charles and an American Woman named Carrie who go through numerous weddings before they determine if they are right for one another.,8.990345,1994-03-09,254700832.0,117.0,Five good reasons to stay single.,Four Weddings and a Funeral,6.6,654.0,['English'],Wednesday,Mar,Q1,1994,YES,"['Comedy', 'Drama', 'Romance']","['Channel Four Films', 'PolyGram Filmed Entertainment', 'Working Title Films']",['United Kingdom']
False,not available,0,en,Higher Learning,"Malik (Omar Epps) is an African-American student attending on a track scholarship; academics are not his strong suit, and he goes in thinking that his athletic abilities will earn him a free ride through college. Fudge (Ice Cube), a ""professional student"" who has been at Columbus for six years so far, becomes friendly with Malik and challenges his views about race and politics in America.",7.817811,1995-01-11,38290723.0,127.0,not available,Higher Learning,6.4,49.0,['English'],Wednesday,Jan,Q1,1995,NO,"['Romance', 'Drama', 'Crime']","['Columbia Pictures Corporation', 'New Deal Productions']",['United States of America']
False,not available,0,en,I Like It Like That,"Lisette and husband Chino face marital difficulties. She is fed up with the kids, while he has job troubles. His mother Rosaria hates Lisette and the neighborhood tramp has designs on Chino. Things get even worse when Chino goes to jail and Lisette gets a good job uptown. Can this marriage be saved?",0.289295,1994-10-14,1777020.0,104.0,"For Lisette, everyday has become independence day.",I Like It Like That,6.3,4.0,"['English', 'Español']",Friday,Oct,Q4,1994,NO,"['Comedy', 'Drama', 'Romance']","['Columbia Pictures Corporation', 'Think Again Productions', 'Riot of Color']",['United States of America']
False,not available,45000000,en,I Love Trouble,"Rival Chicago reporters Sabrina Peterson (Roberts) and Peter Brackett (Nolte) reluctantly join forces to uncover a train wreck conspiracy and bite off more than they can chew while pursuing the story and bickering along the way - and falling in love, despite the fact that he's many years older than she.Sabrina is an ambitious, gifted reporter willing to do whatever it takes to learn the truth about the train accident, which leads her into conflict, then reluctant partnership, with fading star newsman Peter who works for a rival paper. He is her polar opposite: he chases women, smokes cigars, and has just published his first novel. During their pursuit of the story, Peter and Sabrina clash over virtually everything - he also subjects Sabrina to indecent exposure in front of a group of boy scouts after he catches her skinny dipping.",3.570874,1994-06-29,61947267.0,123.0,Romance Was Never More Dangerous!,I Love Trouble,5.3,41.0,"['English', 'Français']",Wednesday,Jun,Q2,1994,NO,"['Action', 'Comedy', 'Romance']","['Caravan Pictures', 'Touchstone Pictures']",['United States of America']
False,not available,0,en,It Could Happen to You,"Charlie Lang is a simple, kindhearted New York City cop. When he realizes he has no money to tip waitress Yvonne Biasi, Lang offers her half the winnings of his lottery ticket. Amazingly, the ticket happens to be a winner, in the sum of $4 million. True to his word, Lang proceeds to share the prize money with Biasi, which infuriates his greedy wife, Muriel. Not content with the arrangement, Muriel begins scheming to take all the money.",11.272073,1994-07-29,0.0,101.0,A cop. A waitress. A lottery ticket.,It Could Happen to You,6.1,154.0,['English'],Friday,Jul,Q3,1994,NO,"['Comedy', 'Drama', 'Romance']",['TriStar Pictures'],['United States of America']
False,not available,0,en,The Jungle Book,"Raised by wild animals since childhood, Mowgli is drawn away from the jungle by the beautiful Kitty. But Mowgli must eventually face corrupt Capt. Boone, who wants both Kitty's hand and the treasures of Monkey City – a place only Mowgli can find.",10.714235,1994-12-23,0.0,111.0,not available,The Jungle Book,5.9,107.0,"['English', 'Slovenčina']",Friday,Dec,Q4,1994,NO,"['Adventure', 'Drama', 'Family']",[],['United States of America']
False,not available,0,en,Die Macht der Bilder: Leni Riefenstahl,"This documentary recounts the life and work of one of most famous, and yet reviled, German film directors in history, Leni Riefenstahl. The film recounts the rise of her career from a dancer, to a movie actor to the most important film director in Nazi Germany who directed such famous propaganda films as Triumph of the Will and Olympiad. The film also explores her later activities after Nazi Germany's defeat in 1945 and her disgrace for being so associated with it which includes her amazingly active life over the age of 90.",0.568884,1993-09-11,449707.0,180.0,not available,"The Wonderful, Horrible Life of Leni Riefenstahl",7.3,5.0,['Deutsch'],Saturday,Sep,Q3,1993,NO,"['Documentary', 'Foreign']","['Channel Four Films', 'Arte', 'Zweites Deutsches Fernsehen (ZDF)', 'Nomad Films', 'Omega Film GmbH', 'Without Walls']","['France', 'United Kingdom', 'Germany', 'Belgium']"
False,The Lion King Collection,45000000,en,The Lion King,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,21.605761,1994-06-23,788241776.0,89.0,Life's greatest adventure is finding your place in the Circle of Life.,The Lion King,8.0,5520.0,['English'],Thursday,Jun,Q2,1994,YES,"['Family', 'Animation', 'Drama']","['Walt Disney Pictures', 'Walt Disney Feature Animation']",['United States of America']
False,not available,35000000,en,Little Buddha,Little Buddha is a movie about the life of Siddhartha starring Keanu Reeves and Bridget Fonda and directed by Bernardo Bertolucci.,5.681522,1993-12-01,4858139.0,140.0,A magical journey to a place where the past and present meet,Little Buddha,6.0,76.0,['English'],Wednesday,Dec,Q4,1993,NO,"['Drama', 'History']",['Miramax Films'],"['France', 'Italy', 'Liechtenstein', 'United Kingdom']"
False,A Nightmare on Elm Street Collection,14000000,en,New Nightmare,"Freddy's back … and he's badder than ever! Nancy, the historical nemesis of the man with the satanic snarl and pitchfork fingers, discovers that a new monstrous demon has taken on Freddy's persona. Can Nancy stop this new threat in time to save her son?",9.860522,1994-10-13,18090181.0,112.0,"One, Two, Freddy's coming for you...",New Nightmare,6.4,297.0,['English'],Thursday,Oct,Q4,1994,NO,"['Horror', 'Thriller', 'Mystery', 'Fantasy']",['New Line Cinema'],['United States of America']
False,The Mask Collection,23000000,en,The Mask,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",14.13488,1994-07-29,351583407.0,101.0,From zero to hero.,The Mask,6.6,2550.0,"['svenska', 'English']",Friday,Jul,Q3,1994,NO,"['Romance', 'Comedy', 'Crime', 'Fantasy']","['New Line Cinema', 'Dark Horse Entertainment']",['United States of America']
False,not available,0,en,Maverick,"Maverick is a gambler who would rather con someone than fight them. He needs an additional three thousand dollars in order to enter a Winner Take All poker game that begins in a few days. He tries to win some, tries to collect a few debts, and recover a little loot for the reward. He joins forces with a woman gambler with a marvelous southern accent as the two both try and enter the game.",15.050326,1994-05-20,0.0,127.0,"In their hands, a deck of cards was the only thing more dangerous than a gun.",Maverick,6.6,490.0,['English'],Friday,May,Q2,1994,NO,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']","['Icon Entertainment International', 'Warner Bros.']",['United States of America']
False,not available,0,en,Mrs. Parker and the Vicious Circle,"Dorothy Parker remembers the heyday of the Algonquin Round Table, a circle of friends whose barbed wit, like hers, was fueled by alcohol and flirted with despair.",4.739054,1994-09-07,0.0,125.0,"New York in the 1920's. The only place to be was the Algonquin, and the only person to know was Dorothy Parker.",Mrs. Parker and the Vicious Circle,6.3,20.0,['English'],Wednesday,Sep,Q3,1994,NO,['Drama'],"['Fine Line Features', 'Miramax Films']",['United States of America']
False,Naked Gun Collection,30000000,en,The Naked Gun 33⅓: The Final Insult,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he is to find out what top terrorist, Rocco, has planned for when he escapes. Frank's wife, Jane, is desperate for a baby.. this adds to Frank's problems. A host of celebrities at the Academy awards ceremony are humiliated by Frank as he blunders his way trying to foil Rocco.",10.587232,1994-03-18,51132598.0,83.0,"A Mad Bomber is on the Loose, and If Anyone Can Stop Him....So Can Frank!",The Naked Gun 33⅓: The Final Insult,6.4,535.0,['English'],Friday,Mar,Q1,1994,NO,"['Comedy', 'Crime']",['Paramount Pictures'],['United States of America']
False,not available,6000000,en,The Paper,"Henry Hackett is the editor of a New York City tabloid. He is a workaholic who loves his job, but the long hours and low pay are leading to discontent. Also, publisher Bernie White faces financial straits, and has hatchetman Alicia Clark, Henry's nemesis, impose unpopular cutbacks.",4.006063,1994-03-18,0.0,112.0,"A behind-the-lines look at work, marriage and other forms of combat.",The Paper,6.1,40.0,['English'],Friday,Mar,Q1,1994,NO,"['Comedy', 'Drama']","['Imagine Entertainment', 'Universal Pictures']",['United States of America']
False,not available,11500000,en,Reality Bites,"A small circle of friends suffering from post-collegiate blues must confront the hard truth about life, love and the pursuit of gainful employment. As they struggle to map out survival guides for the future, the Gen-X quartet soon begins to realize that reality isn't all it's cracked up to be.",6.514592,1994-02-18,20079850.0,99.0,A comedy about love in the '90s,Reality Bites,6.5,180.0,['English'],Friday,Feb,Q1,1994,NO,['Drama'],"['Universal Pictures', 'Jersey Films']",['United States of America']
False,not available,8000000,en,Red Rock West,"When a promised job for Texan Michael fails to materialise in Wyoming, Mike is mistaken by Wayne to be the hitman he hired to kill his unfaithful wife, Suzanne. Mike takes full advantage of the situation, collects the money and runs. During his getaway, things go wrong, and soon get worse when he runs into the real hitman, Lyle.",5.137903,1993-07-08,2000000.0,98.0,Where nothing is as it seems.,Red Rock West,6.4,71.0,['English'],Thursday,Jul,Q3,1993,NO,"['Crime', 'Drama', 'Thriller']","['Propaganda Films', 'PolyGram Filmed Entertainment']",['United States of America']
False,Richie Rich Collection,40000000,en,Ri¢hie Ri¢h,"Billionaire heir Richie Rich has it all, including Reggie Jackson as a batting coach and Claudia Schiffer as a personal trainer -- but no playmates. What's more, scoundrel Laurence Van Dough is scheming to take over the family empire. Uh-oh! Enter faithful butler Cadbury to save the day.",6.595255,1994-12-19,0.0,95.0,An adventure so big... even the world's richest kid can't afford to miss it!,Ri¢hie Ri¢h,5.4,426.0,"['English', 'Latin']",Monday,Dec,Q4,1994,NO,"['Comedy', 'Family']","['Davis Entertainment', 'Silver Pictures', 'Warner Bros.']",['United States of America']
False,not available,0,en,Safe Passage,A mother with seven sons feels like she's losing control of her life and her family. But personal...,4.931565,1994-12-01,0.0,98.0,Life's best journeys take you home,Safe Passage,4.9,7.0,['English'],Thursday,Dec,Q4,1994,NO,['Drama'],['New Line Cinema'],['United States of America']
False,not available,45000000,en,The River Wild,"While on a family vacation,  rafting expert Gail takes on a pair of armed killers while navigating a spectacularly violent river.",10.511241,1994-09-30,0.0,111.0,The vacation is over,The River Wild,6.1,214.0,['English'],Friday,Sep,Q3,1994,NO,"['Action', 'Adventure', 'Crime', 'Thriller']","['Universal Pictures', 'David Foster Productions', 'Turman-Foster Company']",['United States of America']
False,Speed Collection,30000000,en,Speed,"Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end.",10.859292,1994-06-09,350448145.0,116.0,Get ready for rush hour,Speed,6.8,1814.0,['English'],Thursday,Jun,Q2,1994,NO,"['Action', 'Adventure', 'Crime']",['Twentieth Century Fox Film Corporation'],['United States of America']
False,not available,0,en,Speechless,A romantic comedy. Michael Keaton and Geena Davis are speechwriters for competing political campaigns. Witty and amusing for the political junkies amongst us.,2.334226,1994-12-16,0.0,99.0,There are two sides to every relationship... Don't trust either of them.,Speechless,5.5,24.0,['English'],Friday,Dec,Q4,1994,NO,"['Comedy', 'Romance']",['Metro-Goldwyn-Mayer (MGM)'],['United States of America']
False,Timecop Collection,27000000,en,Timecop,"An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past.",8.907074,1994-09-15,101646581.0,99.0,They killed his wife ten years ago. There's still time to save her. Murder is forever... until now.,Timecop,5.5,288.0,['English'],Thursday,Sep,Q3,1994,NO,"['Thriller', 'Science Fiction', 'Action', 'Crime']","['Universal Pictures', 'Renaissance Pictures', 'Dark Horse Entertainment', 'Largo Entertainment', 'Signature Pictures', 'JVC Entertainment Networks']","['Japan', 'United States of America']"
False,not available,115000000,en,True Lies,"Harry Tasker is a secret agent for the United States Government. For years, he has kept his job from his wife, but is forced to reveal his identity and try to stop nuclear terrorists when he and his wife are kidnapped by them.",11.396099,1994-07-14,378882411.0,141.0,"When he said I do, he never said what he did.",True Lies,6.8,1138.0,"['English', 'Français', 'العربية', 'Deutsch']",Thursday,Jul,Q3,1994,NO,"['Action', 'Thriller']","['Twentieth Century Fox Film Corporation', 'Lightstorm Entertainment']",['United States of America']
False,not available,0,en,When a Man Loves a Woman,"An airline pilot and his wife are forced to face the consequences of her alcoholism when her addictions threaten her life and their daughter's safety. While the woman enters detox, her husband must face the truth of his enabling behavior.",4.322544,1994-04-29,50021959.0,126.0,Through the good times. Through the bad times. When a Man Loves a Woman it's for all times.,When a Man Loves a Woman,6.0,71.0,"['English', 'Français', 'Tiếng Việt']",Friday,Apr,Q2,1994,NO,"['Drama', 'Romance']",['Touchstone Pictures'],['United States of America']
False,not available,0,en,Wolf,Publisher Will Randall becomes a werewolf and has to fight to keep his job.,14.063845,1994-06-17,0.0,125.0,The animal is out.,Wolf,6.0,221.0,['English'],Friday,Jun,Q2,1994,NO,['Fantasy'],['Columbia Pictures'],['United States of America']
False,not available,63000000,en,Wyatt Earp,"Covering the life and times of one of the West's most iconic heroes Wyatt Earp weaves an intricate tale of Earp and his friends and family. With a star studded cast, sweeping cinematography and authentic costumes Wyatt Earp led the way during the Western revival in the 90's.",9.277147,1994-06-24,25052000.0,191.0,The epic story of love and adventure in a lawless land.,Wyatt Earp,6.5,203.0,['English'],Friday,Jun,Q2,1994,NO,"['Drama', 'Action', 'Western']","['Tig Productions', 'Warner Bros.', 'Kasdan Pictures', 'Paragon Entertainment Corp.']",['United States of America']
False,not available,0,en,Bad Company,"Nelson Crowe is a CIA operative under the thumb of the Company for a disputed delivery of $50,000 in gold. They blackmail him into working for the Grimes Organization, which is set up as a private company for hire, to blackmail prominent individuals. Crowe, working with Margaret Wells (another former Covert Operations operative), blackmails and bribes a State Supreme Court judge, but the deal sours. One of Crowe's co-workers, Tod Stapp, discovers Crowe's current CIA involvement in a plot to overthrow Grimes, and blackmails him to be cut in on the deal. More blackmail occurs as Wells manipulates Crowe to kill Grimes, then the CIA uses that discovery to blackmail Wells into killing Crowe. Who can you trust???",0.912415,1995-01-20,0.0,108.0,Bribery. Blackmail. Murder. Specialities of the house.,Bad Company,4.9,12.0,['English'],Friday,Jan,Q1,1995,NO,"['Action', 'Crime', 'Romance', 'Thriller']","['Touchstone Pictures', 'Tool Shed Productions']",['United States of America']
False,not available,0,en,A Man of No Importance,"Alfie Byrne is a middle-aged bus conductor in Dublin in 1963. He would appear to live a life of quiet desperation: he's gay, but firmly closeted, and his sister is always trying to find him ""the right girl"". His passion is Oscar Wilde, his hobby is putting on amateur theatre productions in the local church hall. We follow him as he struggles with temptation, friendship, disapproval, and the conservative yet oddly lyrical world of Ireland in the early 1960s.",0.406113,1994-12-22,953.0,99.0,An extraordinary tale of an ordinary hero.,A Man of No Importance,6.5,2.0,['English'],Thursday,Dec,Q4,1994,NO,"['Comedy', 'Drama']","['BBC Films', 'Majestic Films International', 'Little Bird']","['United Kingdom', 'Ireland']"
False,not available,0,en,S.F.W.,An alienated and misanthropic teenager gains sudden and unwanted celebrity status after he's taken hostage by terrorists where his indifference to their threats to kill him makes news headlines.,2.504529,1994-09-15,0.0,96.0,Fate made them hostages. The media made them stars.,S.F.W.,6.1,22.0,['English'],Thursday,Sep,Q3,1994,NO,"['Comedy', 'Drama']","['Gramercy Pictures', 'PolyGram Filmed Entertainment']",['United States of America']
False,not available,10000000,en,A Low Down Dirty Shame,"A black detective becomes embroiled in a web of danger while searching for a fortune in missing drug money. During the course of his investigation, he encounters various old connections, ultimately confronting the criminal responsible for Shame's expulsion from the force. He must also deal with two women, Angela, a beautiful old flame, and Peaches, his energetic but annoying sidekick.",3.021526,1994-11-23,29392418.0,100.0,He's armed and dangerously funny.,A Low Down Dirty Shame,6.0,31.0,['English'],Wednesday,Nov,Q4,1994,NO,"['Action', 'Comedy', 'Crime']","['Caravan Pictures', 'Hollywood Pictures']",['United States of America']
False,not available,0,en,"Boys Life: Three Stories of Love, Lust, and Liberation","Each of the three short films in this collection presents a young gay man at the threshold of adulthood. In ""Pool Days,"" Justin is a 17-year old Bethesda lad, hired as the evening life guard at a fitness center. In the course of the summer, he realizes and embraces that he's gay. In ""A Friend of Dorothy,"" Winston arrives from upstate for his freshman year at NYU. He has to figure out, with some help from Anne, a hometown friend, how to build a social life as a young gay man in the city. In ""The Disco Years,"" Tom looks back on 1978, the year in high school that he came out of the closet after one joyful and several painful encounters",0.054148,1994-09-30,0.0,91.0,"3 Tales of Love, Lust, & Liberation","Boys Life: Three Stories of Love, Lust, and Liberation",2.0,1.0,['English'],Friday,Sep,Q3,1994,NO,['Drama'],"['Strand Releasing', 'Strand Home Video']",['United States of America']
False,not available,0,fr,Le colonel Chabert,"Colonel Chabert has been severely wounded in the French-Russian Napoleonic war to the point that the medical examiner has signed his death certificate. When he regains his health and memory, he goes back to Paris, where his ""widow"", Anne has married the Count Ferraud and is financing his rise to power using Chabert's money. Chabert hires a lawyer to help him get back his money and his honor.",0.934312,1994-01-01,0.0,110.0,not available,Colonel Chabert,5.9,9.0,['Français'],Saturday,Jan,Q1,1994,NO,['Drama'],[],['France']
False,not available,45000,en,"Faster, Pussycat! Kill! Kill!","Three strippers seeking thrills encounter a young couple in the desert. After dispatching the boyfriend, they take the girl hostage and begin scheming on a crippled old man living with his two sons in the desert, reputedly hiding a tidy sum of cash. They become house guests of the old man and try and seduce the sons in an attempt to locate the money, not realizing that the old man has a few sinister intentions of his own.",4.220541,1965-08-06,0.0,83.0,Go-Go For a Wild Ride With the ACTION GIRLS!,"Faster, Pussycat! Kill! Kill!",6.5,59.0,['English'],Friday,Aug,Q3,1965,NO,"['Action', 'Crime']",['Eve Productions Inc.'],['United States of America']
False,not available,7000000,en,Jason's Lyric,The story of a young man who must confront his own fears about love as well as his relationships with family and friends.,0.912909,1994-09-28,20851521.0,119.0,Love is courage.,Jason's Lyric,5.9,9.0,['English'],Wednesday,Sep,Q3,1994,NO,"['Crime', 'Drama', 'Romance']",[],['United States of America']
False,not available,0,en,The Secret Adventures of Tom Thumb,A boy born the size of a small doll is kidnapped by a genetic lab and must find a way back to his father in this inventive adventure filmed using stop motion animation techniques.,0.381704,1993-12-10,0.0,61.0,A nursery crime of epic proportions...,The Secret Adventures of Tom Thumb,7.1,8.0,['English'],Friday,Dec,Q4,1993,NO,"['Animation', 'Science Fiction']","['Bolex Brothers', 'Lumen Films', 'Tara']",['United Kingdom']
False,Street Fighter,35000000,en,Street Fighter,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,13.58449,1994-12-22,99423521.0,102.0,The fight to save the world is on!,Street Fighter,4.1,330.0,"['English', '日本語']",Thursday,Dec,Q4,1994,NO,"['Action', 'Adventure', 'Thriller']","['Universal Pictures', 'Capcom']","['Japan', 'United States of America']"
False,not available,0,en,Coldblooded,"Cosmo, an affectless mob bookie who lives in the basement of a retirement home, is promoted to hitman. He learns his new trade from Steve, a seasoned killer. He falls in love with a yoga teacher, Jasmine, and must figure out a way to leave the mob so they can be together.",2.342756,1995-09-15,0.0,92.0,not available,Coldblooded,6.7,13.0,['English'],Friday,Sep,Q3,1995,NO,"['Action', 'Comedy']","['Propaganda Films', 'Motion Picture Corporation of America (MPCA)', 'Polygram Filmed Entertainment', 'Snowback Productions']",['United States of America']
False,not available,0,en,Desert Winds,"Jackie and Eugene are joined by a mystical wind tunnel which enables them to speak across a 500-mile desert. Believed by the Indians to be an omen of good luck, the wind inspires both characters to face their fears and follow their hearts.",0.251223,1997-12-31,0.0,97.0,It began with a whisper,Desert Winds,0.0,0.0,[],Wednesday,Dec,Q4,1997,NO,[],[],[]
False,not available,0,en,Fall Time,"Three young men decide to plan a mock kidnapping, but everything goes wrong because a real bank robbery was already planned by two other guys.",1.108494,1995-05-13,0.0,88.0,"Wrong People, Wrong Place, Wrong Time.",Fall Time,6.3,6.0,['English'],Saturday,May,Q2,1995,NO,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']","['Live Entertainment', 'Capitol Films', 'Bates Entertainmant']",['United States of America']
False,Fear Collection,0,en,The Fear,A weekend of 'fear therapy' turns into a nightmare of terror when a mannequin comes to life. Only those with the courage to confront their demons will survive.,0.268043,1995-01-20,0.0,98.0,He's whatever scares you the most,The Fear,3.4,7.0,['English'],Friday,Jan,Q1,1995,NO,"['Horror', 'Thriller']","['A-Pix Entertainment', 'Devin Entertainment']",['United States of America']
